"행정구역별(읍면동)","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"도고면","85세이상","총인구_여자(명)","","91","","","","","250","","","270","273",
"도고면","85세이상","총인구_성비","","39.6","","","","","29.6","","","38.1","44.7",
"도고면","85세이상","내국인(명)","","127","","","","","324","","","373","395",
"도고면","85세이상","내국인_남자(명)","","36","","","","","74","","","103","122",
"도고면","85세이상","내국인_여자(명)","","91","","","","","250","","","270","273",
"도고면","85세이상","내국인_성비","","39.6","","","","","29.6","","","38.1","44.7",
"도고면","평균연령","총인구(명)","","51.8","","","","","58.2","","","59.2","58.9",
"도고면","평균연령","총인구_남자(명)","","49.8","","","","","55.4","","","56.4","56.3",
"도고면","평균연령","총인구_여자(명)","","53.9","","","","","61","","","62","61.7",
"도고면","평균연령","내국인(명)","","52.4","","","","","58.7","","","60.4","60.6",
"도고면","평균연령","내국인_남자(명)","","50.4","","","","","55.8","","","57.8","57.9",
"도고면","평균연령","내국인_여자(명)","","54.3","","","","","61.5","","","63","63.3",
"도고면","중위연령","총인구(명)","","54.9","","","","","61.3","","","62.9","63",
"도고면","중위연령","총인구_남자(명)","","52.8","","","","","58.8","","","60.5","60.5",
"도고면","중위연령","총인구_여자(명)","","57.4","","","","","64","","","65.3","65.3",
"도고면","중위연령","내국인(명)","","55.7","","","","","61.7","","","63.8","64.2",
"도고면","중위연령","내국인_남자(명)","","53.6","","","","","59.3","","","61.7","62",
"도고면","중위연령","내국인_여자(명)","","58.1","","","","","64.5","","","66.1","66.5",
"신창면","합계","총인구(명)","","30346","","","","","28881","","","32158","35532",
"신창면","합계","총인구_남자(명)","","15934","","","","","15360","","","17048","18774",
"신창면","합계","총인구_여자(명)","","14412","","","","","13521","","","15110","16758",
"신창면","합계","총인구_성비","","110.6","","","","","113.6","","","112.8","112",
"신창면","합계","내국인(명)","","26924","","","","","21353","","","22519","25301",
"신창면","합계","내국인_남자(명)","","13846","","","","","10970","","","11557","13024",
"신창면","합계","내국인_여자(명)","","13078","","","","","10383","","","10962","12277",
"신창면","합계","내국인_성비","","105.9","","","","","105.7","","","105.4","106.1",
"신창면","0~4세","총인구(명)","","1503","","","","","936","","","690","824",
"신창면","0~4세","총인구_남자(명)","","816","","","","","470","","","342","411",
"신창면","0~4세","총인구_여자(명)","","687","","","","","466","","","348","413",
"신창면","0~4세","총인구_성비","","118.8","","","","","100.9","","","98.3","99.5",
"신창면","0~4세","내국인(명)","","1444","","","","","649","","","360","464",
"신창면","0~4세","내국인_남자(명)","","787","","","","","323","","","182","231",
"신창면","0~4세","내국인_여자(명)","","657","","","","","326","","","178","233",
"신창면","0~4세","내국인_성비","","119.8","","","","","99.1","","","102.2","99.1",
"신창면","5~9세","총인구(명)","","1423","","","","","1142","","","999","1096",
"신창면","5~9세","총인구_남자(명)","","730","","","","","598","","","496","555",
"신창면","5~9세","총인구_여자(명)","","693","","","","","544","","","503","541",
"신창면","5~9세","총인구_성비","","105.3","","","","","109.9","","","98.6","102.6",
"신창면","5~9세","내국인(명)","","1394","","","","","959","","","661","737",
"신창면","5~9세","내국인_남자(명)","","715","","","","","503","","","332","388",
"신창면","5~9세","내국인_여자(명)","","679","","","","","456","","","329","349",
"신창면","5~9세","내국인_성비","","105.3","","","","","110.3","","","100.9","111.2",
"신창면","10~14세","총인구(명)","","1201","","","","","1178","","","1239","1377",
"신창면","10~14세","총인구_남자(명)","","588","","","","","616","","","661","722",
"신창면","10~14세","총인구_여자(명)","","613","","","","","562","","","578","655",
"신창면","10~14세","총인구_성비","","95.9","","","","","109.6","","","114.4","110.2",
"신창면","10~14세","내국인(명)","","1183","","","","","1034","","","956","1046",
"신창면","10~14세","내국인_남자(명)","","581","","","","","526","","","514","555",
"신창면","10~14세","내국인_여자(명)","","602","","","","","508","","","442","491",
"신창면","10~14세","내국인_성비","","96.5","","","","","103.5","","","116.3","113",
"신창면","15~19세","총인구(명)","","2975","","","","","1652","","","2713","2710",
"신창면","15~19세","총인구_남자(명)","","1438","","","","","806","","","1380","1395",
"신창면","15~19세","총인구_여자(명)","","1537","","","","","846","","","1333","1315",
"신창면","15~19세","총인구_성비","","93.6","","","","","95.3","","","103.5","106.1",
"신창면","15~19세","내국인(명)","","2912","","","","","1396","","","2326","2290",
"신창면","15~19세","내국인_남자(명)","","1417","","","","","674","","","1156","1143",
"신창면","15~19세","내국인_여자(명)","","1495","","","","","722","","","1170","1147",
"신창면","15~19세","내국인_성비","","94.8","","","","","93.4","","","98.8","99.7",
"신창면","20~24세","총인구(명)","","4256","","","","","3672","","","4705","4799",
"신창면","20~24세","총인구_남자(명)","","1976","","","","","1856","","","2306","2389",
"신창면","20~24세","총인구_여자(명)","","2280","","","","","1816","","","2399","2410",
"신창면","20~24세","총인구_성비","","86.7","","","","","102.2","","","96.1","99.1",
"신창면","20~24세","내국인(명)","","3759","","","","","2682","","","3321","3463",
"신창면","20~24세","내국인_남자(명)","","1769","","","","","1308","","","1526","1659",
"신창면","20~24세","내국인_여자(명)","","1990","","","","","1374","","","1795","1804",
"신창면","20~24세","내국인_성비","","88.9","","","","","95.2","","","85","92",
"신창면","25~29세","총인구(명)","","2069","","","","","2107","","","2290","2582",
"신창면","25~29세","총인구_남자(명)","","1283","","","","","1306","","","1443","1606",
"신창면","25~29세","총인구_여자(명)","","786","","","","","801","","","847","976",
"신창면","25~29세","총인구_성비","","163.2","","","","","163","","","170.4","164.5",
"신창면","25~29세","내국인(명)","","1444","","","","","1140","","","1236","1457",
"신창면","25~29세","내국인_남자(명)","","879","","","","","698","","","788","894",
"신창면","25~29세","내국인_여자(명)","","565","","","","","442","","","448","563",
"신창면","25~29세","내국인_성비","","155.6","","","","","157.9","","","175.9","158.8",
"신창면","30~34세","총인구(명)","","2641","","","","","2063","","","1945","2334",
"신창면","30~34세","총인구_남자(명)","","1539","","","","","1238","","","1189","1360",
"신창면","30~34세","총인구_여자(명)","","1102","","","","","825","","","756","974",
"신창면","30~34세","총인구_성비","","139.7","","","","","150.1","","","157.3","139.6",
"신창면","30~34세","내국인(명)","","2076","","","","","916","","","822","1142",
"신창면","30~34세","내국인_남자(명)","","1131","","","","","513","","","484","647",
"신창면","30~34세","내국인_여자(명)","","945","","","","","403","","","338","495",
"신창면","30~34세","내국인_성비","","119.7","","","","","127.3","","","143.2","130.7",
"신창면","35~39세","총인구(명)","","2635","","","","","2436","","","2116","2483",
"신창면","35~39세","총인구_남자(명)","","1520","","","","","1364","","","1226","1441",
"신창면","35~39세","총인구_여자(명)","","1115","","","","","1072","","","890","1042",
"신창면","35~39세","총인구_성비","","136.3","","","","","127.2","","","137.8","138.3",
"신창면","35~39세","내국인(명)","","2209","","","","","1427","","","962","1194",
"신창면","35~39세","내국인_남자(명)","","1210","","","","","739","","","515","652",
"신창면","35~39세","내국인_여자(명)","","999","","","","","688","","","447","542",
"신창면","35~39세","내국인_성비","","121.1","","","","","107.4","","","115.2","120.3",
"신창면","40~44세","총인구(명)","","2353","","","","","2438","","","2520","2737",
"신창면","40~44세","총인구_남자(명)","","1343","","","","","1365","","","1404","1538",
"신창면","40~44세","총인구_여자(명)","","1010","","","","","1073","","","1116","1199",
"신창면","40~44세","총인구_성비","","133","","","","","127.2","","","125.8","128.3",
"신창면","40~44세","내국인(명)","","2014","","","","","1655","","","1479","1660",
"신창면","40~44세","내국인_남자(명)","","1122","","","","","905","","","808","914",
"신창면","40~44세","내국인_여자(명)","","892","","","","","750","","","671","746",
"신창면","40~44세","내국인_성비","","125.8","","","","","120.7","","","120.4","122.5",
"신창면","45~49세","총인구(명)","","2042","","","","","2351","","","2436","2746",
"신창면","45~49세","총인구_남자(명)","","1176","","","","","1309","","","1338","1478",
"신창면","45~49세","총인구_여자(명)","","866","","","","","1042","","","1098","1268",
"신창면","45~49세","총인구_성비","","135.8","","","","","125.6","","","121.9","116.6",
"신창면","45~49세","내국인(명)","","1713","","","","","1699","","","1606","1859",
"신창면","45~49세","내국인_남자(명)","","970","","","","","916","","","863","990",
"신창면","45~49세","내국인_여자(명)","","743","","","","","783","","","743","869",
"신창면","45~49세","내국인_성비","","130.6","","","","","117","","","116.2","113.9",
"신창면","50~54세","총인구(명)","","1851","","","","","2068","","","2500","2791",
"신창면","50~54세","총인구_남자(명)","","1003","","","","","1152","","","1367","1483",
"신창면","50~54세","총인구_여자(명)","","848","","","","","916","","","1133","1308",
"신창면","50~54세","총인구_성비","","118.3","","","","","125.8","","","120.7","113.4",
"신창면","50~54세","내국인(명)","","1631","","","","","1591","","","1811","2053",
"신창면","50~54세","내국인_남자(명)","","879","","","","","888","","","985","1075",
"신창면","50~54세","내국인_여자(명)","","752","","","","","703","","","826","978",
